payment_intent_id,event_id,ticket_type,gross_amount,fee_amount,tax_amount,discount_amount,net_amount,currency,status,is_refund,refers_payment_intent_id,created_ts
pi_517624534,1058,Senior,17.04,0.9,0.85,0.0,16.14,CAD,captured,0,,2025-07-08T00:30:00
pi_383357053,1058,Senior,20.98,1.03,1.05,0.0,19.95,CAD,captured,0,,2025-07-02T22:04:00
pi_132075061,1058,General,0.0,0.0,0.0,0.0,-20.68,CAD,refunded,1,pi_339351784,2025-07-12T05:08:00
pi_524252473,1058,VIP,57.52,2.31,2.88,0.0,55.21,CAD,captured,0,,2025-07-03T22:18:00
pi_698246268,1058,VIP,61.45,2.45,3.07,0.0,59.0,CAD,captured,0,,2025-07-12T00:14:00
pi_718328747,1058,General,23.3,1.12,1.16,0.0,22.18,CAD,captured,0,,2025-07-20T00:46:00
pi_263341559,1058,VIP,62.97,2.5,3.15,0.0,60.47,CAD,captured,0,,2025-07-08T18:21:00
pi_569402667,1058,VIP,59.75,2.39,2.99,0.0,57.36,CAD,captured,0,,2025-07-10T19:08:00
pi_712888340,1058,Student,14.76,0.82,0.74,0.0,13.94,CAD,captured,0,,2025-07-13T16:19:00
pi_661375073,1058,General,19.06,0.97,0.95,0.0,18.09,CAD,captured,0,,2025-07-02T19:29:00
pi_670977310,1058,General,23.3,1.12,1.17,0.0,22.18,CAD,captured,0,,2025-07-12T09:26:00
pi_682184358,1058,Senior,16.58,0.88,0.83,0.0,15.7,CAD,captured,0,,2025-07-03T18:08:00
pi_565632213,1058,VIP,60.8,2.43,3.04,0.0,58.37,CAD,captured,0,,2025-07-05T15:02:00
pi_984847828,1058,Senior,14.55,0.81,0.73,0.0,13.74,CAD,captured,0,,2025-07-16T06:37:00
pi_937295367,1058,VIP,0.0,0.0,0.0,0.0,-58.38,CAD,refunded,1,pi_733136379,2025-07-08T23:25:00
pi_133054674,1058,General,25.15,1.18,1.26,0.0,23.97,CAD,captured,0,,2025-07-04T03:45:00
pi_620389017,1058,Student,19.46,0.98,0.97,0.0,18.48,CAD,captured,0,,2025-07-07T17:34:00
pi_976855469,1058,General,25.16,1.18,1.26,0.0,23.98,CAD,captured,0,,2025-07-12T21:34:00
pi_238643614,1058,Senior,16.5,0.88,0.83,0.0,15.62,CAD,captured,0,,2025-07-13T05:07:00
pi_475562296,1058,Senior,19.17,0.97,0.96,0.0,18.2,CAD,captured,0,,2025-07-05T03:36:00
pi_106697211,1058,VIP,59.44,2.38,2.97,0.0,57.06,CAD,captured,0,,2025-07-09T19:41:00
pi_498402037,1058,Student,14.59,0.81,0.73,0.0,13.78,CAD,captured,0,,2025-07-10T05:32:00
pi_394951033,1058,VIP,61.91,2.47,3.1,0.0,59.44,CAD,captured,0,,2025-07-19T03:29:00
pi_222882179,1059,VIP,59.68,2.39,2.98,0.0,57.29,CAD,captured,0,,2025-07-07T05:21:00
pi_251394922,1059,General,25.89,1.21,1.29,0.0,24.68,CAD,captured,0,,2025-07-21T18:22:00
pi_172346197,1059,VIP,58.82,2.36,2.94,0.0,56.46,CAD,captured,0,,2025-07-15T02:43:00
pi_904944166,1059,Senior,15.61,0.85,0.78,2.34,12.42,CAD,captured,0,,2025-07-07T06:01:00
pi_798415089,1059,Senior,14.91,0.82,0.75,0.0,14.09,CAD,captured,0,,2025-07-08T11:13:00
pi_133658529,1059,General,26.91,1.24,1.35,0.0,25.67,CAD,captured,0,,2025-07-09T23:55:00
pi_618167032,1059,VIP,60.68,2.42,3.03,9.1,49.16,CAD,captured,0,,2025-07-11T04:10:00
pi_473014165,1059,Senior,0.0,0.0,0.0,0.0,-19.67,CAD,refunded,1,pi_230550775,2025-07-19T22:34:00
pi_137848022,1059,VIP,0.0,0.0,0.0,0.0,-58.75,CAD,refunded,1,pi_787901256,2025-07-06T15:53:00
pi_592319228,1059,Student,14.59,0.81,0.73,2.19,11.59,CAD,captured,0,,2025-07-14T05:57:00
pi_142679238,1059,Student,15.32,0.84,0.77,0.0,14.48,CAD,captured,0,,2025-07-06T06:38:00
pi_709726511,1059,Student,0.0,0.0,0.0,0.0,-16.21,CAD,refunded,1,pi_820030730,2025-07-06T09:20:00
pi_939969469,1059,Senior,18.28,0.94,0.91,0.0,17.34,CAD,captured,0,,2025-07-16T19:54:00
pi_609681335,1059,VIP,58.1,2.33,2.9,0.0,55.77,CAD,captured,0,,2025-07-18T09:50:00
pi_240849733,1059,Senior,15.8,0.85,0.79,0.0,14.95,CAD,captured,0,,2025-07-07T01:13:00
pi_818374949,1059,General,23.39,1.12,1.17,0.0,22.27,CAD,captured,0,,2025-07-19T05:57:00
pi_198730126,1059,General,26.89,1.24,1.34,0.0,25.65,CAD,captured,0,,2025-07-06T23:44:00
pi_421392845,1059,General,0.0,0.0,0.0,0.0,-24.48,CAD,refunded,1,pi_581224830,2025-07-06T09:09:00
pi_674076189,1059,VIP,61.07,2.44,3.05,0.0,58.63,CAD,captured,0,,2025-07-06T13:56:00
pi_565512488,1059,General,26.38,1.22,1.32,0.0,25.16,CAD,captured,0,,2025-07-16T15:49:00
pi_990442873,1059,General,21.84,1.06,1.09,0.0,20.78,CAD,captured,0,,2025-07-23T04:25:00
pi_127856029,1059,Senior,19.71,0.99,0.99,0.0,18.72,CAD,captured,0,,2025-07-16T08:02:00
pi_701001565,1059,Senior,14.25,0.8,0.71,0.0,13.45,CAD,captured,0,,2025-07-09T16:41:00
pi_911826593,1059,General,24.82,1.17,1.24,0.0,23.65,CAD,captured,0,,2025-07-16T23:31:00
pi_270217710,1059,Senior,20.86,1.03,1.04,0.0,19.83,CAD,captured,0,,2025-07-09T23:08:00
pi_989026062,1059,Student,16.42,0.87,0.82,0.0,15.55,CAD,captured,0,,2025-07-07T13:03:00
pi_836993517,1059,VIP,62.1,2.47,3.1,0.0,59.63,CAD,captured,0,,2025-07-21T23:48:00
pi_851378033,1059,Student,15.57,0.84,0.78,2.34,12.39,CAD,captured,0,,2025-07-08T20:58:00
pi_720098421,1059,General,27.5,1.26,1.37,0.0,26.24,CAD,captured,0,,2025-07-22T14:06:00
pi_187472087,1059,Senior,18.68,0.95,0.93,0.0,17.73,CAD,captured,0,,2025-07-12T10:42:00
pi_434237453,1059,General,25.1,1.18,1.26,0.0,23.92,CAD,captured,0,,2025-07-16T12:26:00
pi_669929304,1059,Senior,17.43,0.91,0.87,0.0,16.52,CAD,captured,0,,2025-07-15T23:25:00
pi_226404272,1059,General,27.28,1.25,1.36,0.0,26.03,CAD,captured,0,,2025-07-21T02:29:00
pi_276805931,1059,Student,13.64,0.78,0.68,0.0,12.86,CAD,captured,0,,2025-07-05T12:55:00
pi_158720820,1059,General,24.9,1.17,1.24,0.0,23.73,CAD,captured,0,,2025-07-11T01:55:00
pi_742450869,1059,General,25.3,1.19,1.27,3.8,20.31,CAD,captured,0,,2025-07-10T12:46:00
pi_228290651,1059,Senior,18.89,0.96,0.94,0.0,17.93,CAD,captured,0,,2025-07-18T04:24:00
pi_520582426,1059,VIP,57.8,2.32,2.89,0.0,55.48,CAD,captured,0,,2025-07-15T00:29:00
pi_817714143,1059,Senior,16.57,0.88,0.83,0.0,15.69,CAD,captured,0,,2025-07-17T00:41:00
pi_925668265,1059,Senior,19.47,0.98,0.97,2.92,15.57,CAD,captured,0,,2025-07-15T19:17:00
pi_783543498,1059,General,26.17,1.22,1.31,0.0,24.95,CAD,captured,0,,2025-07-14T17:25:00
pi_605066283,1059,VIP,56.91,2.29,2.85,0.0,54.62,CAD,captured,0,,2025-07-22T01:12:00
pi_621771038,1059,VIP,60.65,2.42,3.03,9.1,49.13,CAD,captured,0,,2025-07-17T11:17:00
pi_932726833,1059,Student,16.32,0.87,0.82,2.45,13.0,CAD,captured,0,,2025-07-09T14:21:00
pi_906885379,1059,General,23.77,1.13,1.19,0.0,22.64,CAD,captured,0,,2025-07-10T20:01:00
pi_160123211,1059,Senior,16.88,0.89,0.84,0.0,15.99,CAD,captured,0,,2025-07-05T10:02:00
pi_890936171,1059,Senior,18.54,0.95,0.93,0.0,17.59,CAD,captured,0,,2025-07-08T01:00:00
pi_546296606,1059,General,24.49,1.16,1.22,3.67,19.66,CAD,captured,0,,2025-07-21T03:22:00
pi_561239137,1059,Senior,20.41,1.01,1.02,0.0,19.4,CAD,captured,0,,2025-07-22T05:20:00
pi_756329307,1059,Senior,17.2,0.9,0.86,0.0,16.3,CAD,captured,0,,2025-07-21T11:59:00
pi_817452954,1059,General,25.89,1.21,1.29,0.0,24.68,CAD,captured,0,,2025-07-22T20:49:00
pi_521142377,1059,Student,0.0,0.0,0.0,0.0,-10.58,CAD,refunded,1,pi_978650339,2025-07-11T18:23:00
pi_747352511,1059,General,24.35,1.15,1.22,0.0,23.2,CAD,captured,0,,2025-07-08T07:14:00
pi_696907074,1059,Senior,21.21,1.04,1.06,0.0,20.17,CAD,captured,0,,2025-07-06T20:17:00
pi_604651579,1059,Student,14.39,0.8,0.72,0.0,13.59,CAD,captured,0,,2025-07-10T15:47:00
pi_841379873,1059,VIP,60.43,2.42,3.02,9.06,48.95,CAD,captured,0,,2025-07-16T03:46:00
pi_431341522,1059,Senior,19.6,0.99,0.98,0.0,18.61,CAD,captured,0,,2025-07-08T09:45:00
pi_596778132,1059,Senior,19.57,0.99,0.98,0.0,18.58,CAD,captured,0,,2025-07-23T19:48:00
pi_858859939,1059,Senior,20.27,1.01,1.01,0.0,19.26,CAD,captured,0,,2025-07-06T05:41:00
pi_598459975,1059,Senior,18.41,0.94,0.92,0.0,17.47,CAD,captured,0,,2025-07-09T13:55:00
pi_186627694,1059,Senior,0.0,0.0,0.0,0.0,-18.71,CAD,refunded,1,pi_609455573,2025-07-14T04:12:00
pi_476206245,1059,Senior,16.78,0.89,0.84,2.52,13.37,CAD,captured,0,,2025-07-05T05:11:00
pi_846112208,1059,Senior,16.21,0.87,0.81,0.0,15.34,CAD,captured,0,,2025-07-22T09:04:00
pi_137279756,1059,General,22.7,1.09,1.13,0.0,21.61,CAD,captured,0,,2025-07-21T00:32:00
pi_987767350,1059,Senior,14.44,0.81,0.72,2.17,11.46,CAD,captured,0,,2025-07-15T08:15:00
pi_959064636,1059,Student,15.36,0.84,0.77,0.0,14.52,CAD,captured,0,,2025-07-18T00:37:00
pi_722216000,1059,VIP,59.34,2.38,2.97,0.0,56.96,CAD,captured,0,,2025-07-23T05:47:00
pi_180415694,1059,Student,11.2,0.69,0.56,0.0,10.51,CAD,captured,0,,2025-07-17T13:07:00
pi_531692059,1059,VIP,60.18,2.41,3.01,0.0,57.77,CAD,captured,0,,2025-07-10T20:51:00
pi_270185545,1059,Student,11.59,0.71,0.58,0.0,10.88,CAD,captured,0,,2025-07-08T08:42:00
pi_764330686,1059,General,26.68,1.23,1.33,0.0,25.45,CAD,captured,0,,2025-07-18T23:51:00
pi_866778238,1059,General,29.52,1.33,1.48,0.0,28.19,CAD,captured,0,,2025-07-06T21:10:00
pi_617280819,1059,Senior,17.48,0.91,0.87,2.62,13.95,CAD,captured,0,,2025-07-06T18:04:00
pi_269784961,1059,Senior,20.8,1.03,1.04,0.0,19.77,CAD,captured,0,,2025-07-15T19:33:00
pi_661006810,1059,Senior,20.45,1.02,1.02,0.0,19.43,CAD,captured,0,,2025-07-20T02:20:00
pi_225866186,1059,VIP,60.72,2.43,3.04,0.0,58.29,CAD,captured,0,,2025-07-22T11:44:00
pi_428535741,1059,General,21.77,1.06,1.09,0.0,20.71,CAD,captured,0,,2025-07-10T14:32:00
pi_124483383,1059,Student,16.03,0.86,0.8,2.4,12.77,CAD,captured,0,,2025-07-07T01:55:00
pi_334925019,1059,General,22.73,1.1,1.14,0.0,21.63,CAD,captured,0,,2025-07-11T08:13:00
pi_673962492,1059,VIP,58.41,2.34,2.92,0.0,56.07,CAD,captured,0,,2025-07-17T17:08:00
pi_277020223,1059,Student,16.53,0.88,0.83,0.0,15.65,CAD,captured,0,,2025-07-21T09:24:00
pi_891736435,1059,General,26.9,1.24,1.34,0.0,25.66,CAD,captured,0,,2025-07-19T20:55:00
pi_706341076,1059,Student,15.8,0.85,0.79,0.0,14.95,CAD,captured,0,,2025-07-06T19:23:00
pi_826832834,1059,General,21.68,1.06,1.08,0.0,20.62,CAD,captured,0,,2025-07-11T07:44:00
pi_183358164,1059,Senior,17.68,0.92,0.88,0.0,16.76,CAD,captured,0,,2025-07-09T09:07:00
pi_233846861,1059,Senior,18.32,0.94,0.92,0.0,17.38,CAD,captured,0,,2025-07-20T10:45:00
pi_940422455,1059,Student,11.71,0.71,0.59,0.0,11.0,CAD,captured,0,,2025-07-13T23:33:00
pi_318150735,1059,VIP,60.73,2.43,3.04,0.0,58.3,CAD,captured,0,,2025-07-13T03:49:00
pi_348913947,1059,VIP,60.86,2.43,3.04,0.0,58.43,CAD,captured,0,,2025-07-18T21:38:00
pi_823198927,1059,VIP,0.0,0.0,0.0,0.0,-56.93,CAD,refunded,1,pi_995199322,2025-07-06T13:01:00
pi_851876500,1059,VIP,61.77,2.46,3.09,0.0,59.31,CAD,captured,0,,2025-07-05T21:17:00
pi_771136673,1059,General,23.36,1.12,1.17,0.0,22.24,CAD,captured,0,,2025-07-17T19:36:00
pi_598398906,1059,Student,13.26,0.76,0.66,0.0,12.5,CAD,captured,0,,2025-07-13T09:18:00
pi_180361335,1059,General,23.32,1.12,1.17,0.0,22.2,CAD,captured,0,,2025-07-09T04:38:00
pi_213358181,1059,VIP,61.09,2.44,3.05,9.16,49.49,CAD,captured,0,,2025-07-07T20:36:00
pi_515162439,1059,VIP,59.21,2.37,2.96,0.0,56.84,CAD,captured,0,,2025-07-16T10:44:00
pi_317623370,1059,General,23.12,1.11,1.16,0.0,22.01,CAD,captured,0,,2025-07-05T15:11:00
pi_868108365,1059,Student,13.99,0.79,0.7,0.0,13.2,CAD,captured,0,,2025-07-22T07:40:00
pi_721398779,1059,Senior,18.54,0.95,0.93,2.78,14.81,CAD,captured,0,,2025-07-06T09:34:00
pi_768890075,1059,VIP,62.16,2.48,3.11,0.0,59.68,CAD,captured,0,,2025-07-14T02:28:00
pi_422925138,1059,Senior,18.98,0.96,0.95,0.0,18.02,CAD,captured,0,,2025-07-17T18:45:00
pi_671154172,1059,Senior,20.3,1.01,1.01,0.0,19.29,CAD,captured,0,,2025-07-15T19:29:00
pi_983146456,1059,General,23.46,1.12,1.17,0.0,22.34,CAD,captured,0,,2025-07-20T18:20:00
pi_633894392,1059,Senior,18.47,0.95,0.92,0.0,17.52,CAD,captured,0,,2025-07-10T18:00:00
pi_587480526,1059,Senior,17.15,0.9,0.86,0.0,16.25,CAD,captured,0,,2025-07-07T22:48:00
pi_603834409,1059,Senior,17.54,0.91,0.88,0.0,16.63,CAD,captured,0,,2025-07-12T09:29:00
pi_108755667,1059,VIP,60.89,2.43,3.04,0.0,58.46,CAD,captured,0,,2025-07-16T05:49:00
pi_236368934,1059,General,26.48,1.23,1.32,0.0,25.25,CAD,captured,0,,2025-07-18T10:52:00
pi_566859783,1059,Senior,16.73,0.89,0.84,0.0,15.84,CAD,captured,0,,2025-07-12T17:53:00
pi_191604534,1059,Student,19.46,0.98,0.97,0.0,18.48,CAD,captured,0,,2025-07-06T12:28:00
pi_268838670,1059,Senior,18.85,0.96,0.94,0.0,17.89,CAD,captured,0,,2025-07-17T23:28:00
pi_483344142,1059,VIP,59.51,2.38,2.98,0.0,57.13,CAD,captured,0,,2025-07-23T12:17:00
pi_839771142,1059,General,0.0,0.0,0.0,0.0,-23.22,CAD,refunded,1,pi_902179138,2025-07-11T21:00:00
pi_419166816,1059,General,24.14,1.15,1.21,0.0,22.99,CAD,captured,0,,2025-07-12T23:25:00
pi_930525223,1059,General,21.03,1.04,1.05,0.0,19.99,CAD,captured,0,,2025-07-11T12:31:00
pi_248326046,1059,VIP,57.91,2.33,2.9,0.0,55.58,CAD,captured,0,,2025-07-12T19:46:00
pi_787778983,1059,General,25.64,1.2,1.28,0.0,24.44,CAD,captured,0,,2025-07-19T19:54:00
pi_108363319,1059,Senior,14.4,0.8,0.72,0.0,13.6,CAD,captured,0,,2025-07-20T08:30:00
pi_898427118,1059,Student,16.83,0.89,0.84,0.0,15.94,CAD,captured,0,,2025-07-07T23:18:00
pi_755345560,1059,Student,17.23,0.9,0.86,0.0,16.33,CAD,captured,0,,2025-07-17T03:50:00
pi_588517950,1059,VIP,61.49,2.45,3.07,0.0,59.04,CAD,captured,0,,2025-07-07T05:12:00
pi_328720199,1059,Senior,0.0,0.0,0.0,0.0,-19.09,CAD,refunded,1,pi_375361501,2025-07-11T07:27:00
pi_791798955,1059,VIP,56.44,2.28,2.82,0.0,54.16,CAD,captured,0,,2025-07-14T21:34:00
pi_892311585,1059,Senior,0.0,0.0,0.0,0.0,-14.99,CAD,refunded,1,pi_394561774,2025-07-05T09:49:00
pi_655829349,1059,General,24.24,1.15,1.21,0.0,23.09,CAD,captured,0,,2025-07-04T23:47:00
pi_636613023,1059,Senior,18.26,0.94,0.91,0.0,17.32,CAD,captured,0,,2025-07-06T06:12:00
pi_239669925,1059,VIP,59.42,2.38,2.97,0.0,57.04,CAD,captured,0,,2025-07-13T05:42:00
pi_561101236,1059,VIP,62.43,2.48,3.12,0.0,59.95,CAD,captured,0,,2025-07-10T19:43:00
pi_391270887,1059,VIP,59.8,2.39,2.99,0.0,57.41,CAD,captured,0,,2025-07-05T08:43:00
pi_778732557,1059,Senior,19.96,1.0,1.0,0.0,18.96,CAD,captured,0,,2025-07-17T14:26:00
pi_773396031,1059,Student,13.84,0.78,0.69,0.0,13.06,CAD,captured,0,,2025-07-12T21:24:00
pi_930818358,1059,General,23.69,1.13,1.18,3.55,19.01,CAD,captured,0,,2025-07-20T00:53:00
pi_183697074,1059,VIP,58.78,2.36,2.94,0.0,56.42,CAD,captured,0,,2025-07-07T04:51:00
pi_334776952,1059,General,26.71,1.23,1.34,0.0,25.48,CAD,captured,0,,2025-07-08T17:53:00
pi_603401061,1059,Student,13.47,0.77,0.67,0.0,12.7,CAD,captured,0,,2025-07-05T00:35:00
pi_769363024,1059,Senior,20.33,1.01,1.02,0.0,19.32,CAD,captured,0,,2025-07-19T23:01:00
pi_759437507,1059,Student,14.95,0.82,0.75,0.0,14.13,CAD,captured,0,,2025-07-12T03:50:00
pi_859764318,1059,General,26.4,1.22,1.32,0.0,25.18,CAD,captured,0,,2025-07-22T02:54:00
pi_531270107,1059,Senior,18.74,0.96,0.94,0.0,17.78,CAD,captured,0,,2025-07-15T21:31:00
pi_676147146,1060,Student,16.9,0.89,0.84,0.0,16.01,CAD,captured,0,,2025-07-08T05:57:00
pi_165335975,1060,VIP,58.54,2.35,2.93,0.0,56.19,CAD,captured,0,,2025-07-07T21:13:00
pi_824094489,1060,VIP,57.58,2.32,2.88,0.0,55.26,CAD,captured,0,,2025-07-15T07:09:00
pi_634646260,1060,Senior,17.12,0.9,0.86,0.0,16.22,CAD,captured,0,,2025-07-15T23:33:00
pi_211297280,1060,VIP,59.59,2.39,2.98,8.94,48.26,CAD,captured,0,,2025-07-22T19:11:00
pi_132320066,1060,Senior,19.16,0.97,0.96,0.0,18.19,CAD,captured,0,,2025-07-13T16:32:00
pi_394039641,1060,Senior,16.03,0.86,0.8,2.4,12.77,CAD,captured,0,,2025-07-09T12:07:00
pi_287935278,1060,General,21.16,1.04,1.06,0.0,20.12,CAD,captured,0,,2025-07-17T22:00:00
pi_853314193,1060,Senior,0.0,0.0,0.0,0.0,-9.99,CAD,refunded,1,pi_273924552,2025-07-21T20:39:00
pi_906248383,1060,Student,13.81,0.78,0.69,2.07,10.96,CAD,captured,0,,2025-07-09T14:57:00
pi_221422153,1060,General,25.28,1.18,1.26,0.0,24.1,CAD,captured,0,,2025-07-19T23:51:00
pi_191238545,1060,Student,16.19,0.87,0.81,0.0,15.32,CAD,captured,0,,2025-07-06T23:03:00
pi_647529099,1060,VIP,61.48,2.45,3.07,0.0,59.03,CAD,captured,0,,2025-07-06T23:51:00
pi_141312816,1060,Senior,18.1,0.93,0.9,0.0,17.17,CAD,captured,0,,2025-07-07T20:40:00
pi_243809269,1060,VIP,60.09,2.4,3.0,0.0,57.69,CAD,captured,0,,2025-07-16T04:16:00
pi_527277652,1060,General,23.25,1.11,1.16,0.0,22.14,CAD,captured,0,,2025-07-25T02:11:00
pi_799942075,1060,Student,0.0,0.0,0.0,0.0,-12.92,CAD,refunded,1,pi_897989650,2025-07-15T20:58:00
pi_698557815,1060,Student,15.61,0.85,0.78,2.34,12.42,CAD,captured,0,,2025-07-10T04:27:00
pi_244921036,1060,General,26.09,1.21,1.3,3.91,20.97,CAD,captured,0,,2025-07-11T06:00:00
pi_466404201,1060,Student,12.8,0.75,0.64,0.0,12.05,CAD,captured,0,,2025-07-22T05:32:00
pi_192084932,1060,General,23.75,1.13,1.19,3.56,19.06,CAD,captured,0,,2025-07-13T18:46:00
pi_252380423,1060,Student,15.71,0.85,0.79,0.0,14.86,CAD,captured,0,,2025-07-24T06:10:00
pi_249186581,1060,VIP,58.95,2.36,2.95,0.0,56.59,CAD,captured,0,,2025-07-24T14:56:00
pi_590050295,1060,Senior,19.33,0.98,0.97,2.9,15.45,CAD,captured,0,,2025-07-24T22:21:00
pi_493315802,1060,Student,17.02,0.9,0.85,0.0,16.12,CAD,captured,0,,2025-07-14T07:09:00
pi_415594472,1060,General,23.63,1.13,1.18,0.0,22.5,CAD,captured,0,,2025-07-21T23:14:00
pi_523513172,1060,Senior,18.4,0.94,0.92,0.0,17.46,CAD,captured,0,,2025-07-14T10:47:00
pi_300239609,1060,VIP,61.51,2.45,3.08,0.0,59.06,CAD,captured,0,,2025-07-23T06:53:00
pi_460609880,1060,Student,13.75,0.78,0.69,0.0,12.97,CAD,captured,0,,2025-07-20T03:51:00
pi_962922659,1060,VIP,60.64,2.42,3.03,0.0,58.22,CAD,captured,0,,2025-07-23T01:34:00
pi_836689223,1060,General,23.71,1.13,1.19,0.0,22.58,CAD,captured,0,,2025-07-21T12:47:00
pi_735130122,1060,Senior,0.0,0.0,0.0,0.0,-18.31,CAD,refunded,1,pi_129620398,2025-07-17T07:41:00
pi_914552719,1060,General,0.0,0.0,0.0,0.0,-27.31,CAD,refunded,1,pi_994896546,2025-07-12T14:53:00
pi_296351036,1060,VIP,62.51,2.49,3.13,0.0,60.02,CAD,captured,0,,2025-07-21T18:25:00
pi_843667609,1060,VIP,64.01,2.54,3.2,0.0,61.47,CAD,captured,0,,2025-07-19T21:32:00
pi_317396536,1060,Student,14.28,0.8,0.71,0.0,13.48,CAD,captured,0,,2025-07-06T22:21:00
pi_897203959,1060,VIP,62.7,2.49,3.13,9.4,50.81,CAD,captured,0,,2025-07-22T11:54:00
pi_360574099,1060,Senior,15.97,0.86,0.8,0.0,15.11,CAD,captured,0,,2025-07-17T20:04:00
pi_409296205,1060,Senior,0.0,0.0,0.0,0.0,-16.45,CAD,refunded,1,pi_958433639,2025-07-18T08:28:00
pi_386217885,1060,Senior,18.25,0.94,0.91,0.0,17.31,CAD,captured,0,,2025-07-15T09:08:00
pi_835258699,1060,General,26.53,1.23,1.33,0.0,25.3,CAD,captured,0,,2025-07-08T08:40:00
pi_881258953,1060,Student,13.69,0.78,0.68,0.0,12.91,CAD,captured,0,,2025-07-13T09:34:00
pi_912929302,1060,VIP,58.33,2.34,2.92,0.0,55.99,CAD,captured,0,,2025-07-12T09:57:00
pi_375614454,1060,VIP,0.0,0.0,0.0,0.0,-54.89,CAD,refunded,1,pi_980486832,2025-07-23T17:45:00
pi_875765711,1060,General,24.75,1.17,1.24,0.0,23.58,CAD,captured,0,,2025-07-11T18:18:00
pi_508724320,1060,VIP,62.34,2.48,3.12,9.35,50.51,CAD,captured,0,,2025-07-23T09:03:00
pi_945263422,1060,VIP,58.92,2.36,2.95,8.84,47.72,CAD,captured,0,,2025-07-25T13:34:00
pi_276894281,1060,VIP,60.74,2.43,3.04,0.0,58.31,CAD,captured,0,,2025-07-18T02:38:00
pi_775485815,1060,VIP,60.35,2.41,3.02,0.0,57.94,CAD,captured,0,,2025-07-18T18:16:00
pi_124803575,1060,Senior,21.12,1.04,1.06,3.17,16.91,CAD,captured,0,,2025-07-24T07:55:00
pi_129621299,1060,General,22.7,1.09,1.14,0.0,21.61,CAD,captured,0,,2025-07-10T09:25:00
pi_364662383,1060,Student,17.86,0.92,0.89,0.0,16.94,CAD,captured,0,,2025-07-12T06:10:00
pi_502554582,1060,Student,11.65,0.71,0.58,0.0,10.94,CAD,captured,0,,2025-07-09T00:59:00
pi_101779727,1060,Senior,19.44,0.98,0.97,2.92,15.54,CAD,captured,0,,2025-07-19T17:41:00
pi_766079556,1060,Student,11.81,0.71,0.59,0.0,11.1,CAD,captured,0,,2025-07-21T14:36:00
pi_886684045,1060,General,25.76,1.2,1.29,0.0,24.56,CAD,captured,0,,2025-07-16T09:58:00
pi_459250402,1060,Student,14.89,0.82,0.74,2.23,11.84,CAD,captured,0,,2025-07-23T04:21:00
pi_129406112,1060,Senior,20.75,1.03,1.04,3.11,16.61,CAD,captured,0,,2025-07-22T18:40:00
pi_891951714,1060,VIP,57.11,2.3,2.86,0.0,54.81,CAD,captured,0,,2025-07-09T11:55:00
pi_353713485,1060,VIP,58.1,2.33,2.9,0.0,55.77,CAD,captured,0,,2025-07-16T03:19:00
pi_720337301,1060,General,26.61,1.23,1.33,0.0,25.38,CAD,captured,0,,2025-07-15T10:18:00
pi_661431581,1060,Senior,17.78,0.92,0.89,0.0,16.86,CAD,captured,0,,2025-07-20T13:29:00
pi_232764262,1060,Student,16.52,0.88,0.83,0.0,15.64,CAD,captured,0,,2025-07-08T00:58:00
pi_270885669,1060,VIP,58.77,2.36,2.94,0.0,56.41,CAD,captured,0,,2025-07-20T02:58:00
pi_729891825,1060,General,22.94,1.1,1.15,0.0,21.84,CAD,captured,0,,2025-07-22T17:31:00
pi_869409314,1060,Student,14.2,0.8,0.71,0.0,13.4,CAD,captured,0,,2025-07-10T16:02:00
pi_555467626,1060,General,26.34,1.22,1.32,0.0,25.12,CAD,captured,0,,2025-07-09T05:35:00
pi_392421947,1060,Senior,17.86,0.92,0.89,0.0,16.94,CAD,captured,0,,2025-07-17T02:11:00
pi_368931104,1060,VIP,0.0,0.0,0.0,0.0,-57.02,CAD,refunded,1,pi_448313349,2025-07-19T21:08:00
pi_403948840,1060,Student,0.0,0.0,0.0,0.0,-12.11,CAD,refunded,1,pi_930211829,2025-07-16T23:39:00
pi_879545880,1060,Senior,16.32,0.87,0.82,0.0,15.45,CAD,captured,0,,2025-07-15T10:26:00
pi_466421190,1060,Student,14.95,0.82,0.75,0.0,14.13,CAD,captured,0,,2025-07-21T23:17:00
pi_716292949,1060,Senior,16.45,0.88,0.82,0.0,15.57,CAD,captured,0,,2025-07-15T13:30:00
pi_579376939,1060,General,22.74,1.1,1.14,3.41,18.23,CAD,captured,0,,2025-07-13T20:06:00
pi_598784923,1060,General,28.28,1.29,1.41,4.24,22.75,CAD,captured,0,,2025-07-09T09:15:00
pi_528927999,1060,General,25.36,1.19,1.27,0.0,24.17,CAD,captured,0,,2025-07-18T03:47:00
pi_593169279,1060,Senior,17.63,0.92,0.88,0.0,16.71,CAD,captured,0,,2025-07-18T00:33:00
pi_991570044,1060,Student,15.98,0.86,0.8,0.0,15.12,CAD,captured,0,,2025-07-07T21:42:00
pi_974675143,1060,VIP,59.91,2.4,3.0,0.0,57.51,CAD,captured,0,,2025-07-25T00:04:00
pi_603612545,1060,Student,14.65,0.81,0.73,0.0,13.84,CAD,captured,0,,2025-07-21T22:49:00
pi_219465826,1060,VIP,60.43,2.41,3.02,0.0,58.02,CAD,captured,0,,2025-07-13T08:30:00
pi_844505248,1060,Senior,14.83,0.82,0.74,0.0,14.01,CAD,captured,0,,2025-07-20T04:19:00
